Year,Competition,Location,Gender,Phase,Gate,BIB,Ramp Position,Action,Order,Final Position,Upstream Tactic,Athlete Name,Faults,NOTES & COMMENTS
2025,WCh,Penrith,M,Rep2,Gate 8,B,,Right-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,Rep2,Gate 8,G,,Left-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,Rep2,Finish,R,,Finish,1,1,,,,
2025,WCh,Penrith,M,Rep2,Finish,Y,,Finish,2,2,,,,
2025,WCh,Penrith,M,Rep2,Finish,G,,Finish,3,3,,,,
2025,WCh,Penrith,M,Rep2,Finish,B,,Finish,4,4,,,,
2025,WCh,Penrith,M,Rep3,Ramp,R,4,Assigned,,,,Hegge Noah,,
2025,WCh,Penrith,M,Rep3,Ramp,G,3,Assigned,,,,Ivchenko Artem,,
2025,WCh,Penrith,M,Rep3,Ramp,B,2,Assigned,,,,Dougoud Martin,,
2025,WCh,Penrith,M,Rep3,Ramp,Y,1,Assigned,,,,Chiarello Gelindo,,
2025,WCh,Penrith,M,Rep3,Gate 1,R,,Down-Through,1,,,,,
2025,WCh,Penrith,M,Rep3,Gate 1,G,,Down-Through,2,,,,,
2025,WCh,Penrith,M,Rep3,Gate 1,B,,Down-Through,3,,,,,
2025,WCh,Penrith,M,Rep3,Gate 1,Y,,Down-Through,4,,,,,
2025,WCh,Penrith,M,Rep3,Gate 2,R,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,M,Rep3,Gate 2,G,,Right-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,Rep3,Gate 2,B,,Left-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,Rep3,Gate 2,Y,,Right-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,Rep3,Gate 3,R,,Down-Left,1,,,,,
2025,WCh,Penrith,M,Rep3,Gate 3,G,,Down-Left,2,,,,,
2025,WCh,Penrith,M,Rep3,Gate 3,B,,Down-Left,3,,,,,
2025,WCh,Penrith,M,Rep3,Gate 3,Y,,Down-Left,4,,,,,
2025,WCh,Penrith,M,Rep3,Gate 8,R,,Right-Up,1,,Right-Up,,,
2025,WCh,Penrith,M,Rep3,Gate 8,G,,Right-Up,2,,FOLLOW,,,
2025,WCh,Penrith,M,Rep3,Gate 8,B,,Left-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,Rep3,Gate 8,Y,,Left-Up,4,,FOLLOW,,,
2025,WCh,Penrith,M,Rep3,Finish,R,,Finish,1,1,,,,
2025,WCh,Penrith,M,Rep3,Finish,G,,Finish,2,2,,,,
2025,WCh,Penrith,M,Rep3,Finish,B,,Finish,3,3,,,,
2025,WCh,Penrith,M,Rep3,Finish,Y,,Finish,4,4,,,,
2025,WCh,Penrith,M,Rep4,Ramp,R,4,Assigned,,,,Brzezinski Jakub,,
2025,WCh,Penrith,M,Rep4,Ramp,G,3,Assigned,,,,Halcin Martin,,
2025,WCh,Penrith,M,Rep4,Ramp,Y,2,Assigned,,,,Kuchno Tadeusz,,
2025,WCh,Penrith,M,Rep4,Ramp,B,1,Assigned,,,,De Coster Gabriel,,
2025,WCh,Penrith,M,Rep4,Gate 1,G,,Down-Through,1,,,,,
2025,WCh,Penrith,M,Rep4,Gate 1,Y,,Down-Through,2,,,,,
2025,WCh,Penrith,M,Rep4,Gate 1,B,,Down-Through,3,,,,,
2025,WCh,Penrith,M,Rep4,Gate 1,R,,Down-Through,4,,,,,
2025,WCh,Penrith,M,Rep4,Gate 2,G,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,M,Rep4,Gate 2,Y,,Left-Up,2,,FOLLOW,,,
2025,WCh,Penrith,M,Rep4,Gate 2,B,,Right-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,Rep4,Gate 2,R,,Left-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,Rep4,Gate 3,G,,Down-Left,1,,,,,
2025,WCh,Penrith,M,Rep4,Gate 3,Y,,Down-Left,2,,,,,
2025,WCh,Penrith,M,Rep4,Gate 3,B,,Down-Left,3,,,,,
2025,WCh,Penrith,M,Rep4,Gate 3,R,,Down-Left,4,,,,,
2025,WCh,Penrith,M,Rep4,Gate 8,G,,Right-Up,1,,Right-Up,,,
2025,WCh,Penrith,M,Rep4,Gate 8,Y,,Right-Up,2,,FOLLOW,,,
2025,WCh,Penrith,M,Rep4,Gate 8,B,,Right-Up,3,,FOLLOW,,,
2025,WCh,Penrith,M,Rep4,Gate 8,R,,Right-Up,4,,FOLLOW,,,
2025,WCh,Penrith,M,Rep4,Finish,Y,,Finish,1,1,,,,
2025,WCh,Penrith,M,Rep4,Finish,G,,Finish,2,2,,,,
2025,WCh,Penrith,M,Rep4,Finish,B,,Finish,3,3,,,,
2025,WCh,Penrith,M,Rep4,Finish,R,,Finish,4,4,,,,
2025,WCh,Penrith,M,Rep5,Ramp,R,4,Assigned,,,,Kozlov Ivan,,
2025,WCh,Penrith,M,Rep5,Ramp,G,3,Assigned,,,,Polaczyk Mateusz,,
2025,WCh,Penrith,M,Rep5,Ramp,Y,2,Assigned,,,,Leitner Mario,,
2025,WCh,Penrith,M,Rep5,Ramp,B,1,Assigned,,,,Eigel Pavel,,
2025,WCh,Penrith,M,Rep5,Gate 1,R,,Down-Through,1,,,,,
2025,WCh,Penrith,M,Rep5,Gate 1,G,,Down-Through,2,,,,,
2025,WCh,Penrith,M,Rep5,Gate 1,Y,,Down-Through,3,,,,,
2025,WCh,Penrith,M,Rep5,Gate 1,B,,Down-Through,4,,,,,
2025,WCh,Penrith,M,Rep5,Gate 2,G,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,M,Rep5,Gate 2,R,,Right-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,Rep5,Gate 2,Y,,Left-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,Rep5,Gate 2,B,,Right-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,Rep5,Gate 3,G,,Down-Left,1,,,,,
2025,WCh,Penrith,M,Rep5,Gate 3,R,,Down-Left,2,,,,,
2025,WCh,Penrith,M,Rep5,Gate 3,Y,,Down-Left,3,,,,,
2025,WCh,Penrith,M,Rep5,Gate 3,B,,Down-Left,4,,,,,
2025,WCh,Penrith,M,Rep5,Gate 8,G,,Right-Up,1,,Right-Up,,,
2025,WCh,Penrith,M,Rep5,Gate 8,R,,Right-Up,2,,FOLLOW,,,
2025,WCh,Penrith,M,Rep5,Gate 8,B,,Right-Up,3,,FOLLOW,,,
2025,WCh,Penrith,M,Rep5,Gate 8,Y,,Left-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,Rep5,Finish,G,,Finish,1,1,,,,
2025,WCh,Penrith,M,Rep5,Finish,Y,,Finish,2,2,,,,
2025,WCh,Penrith,M,Rep5,Finish,B,,Finish,3,3,,,,
2025,WCh,Penrith,M,Rep5,Finish,R,,Finish,4,4,,,,
2025,WCh,Penrith,M,H1,Ramp,R,4,Assigned,,,,Llorente David,,
2025,WCh,Penrith,M,H1,Ramp,G,3,Assigned,,,,Baldoni Alex,,
2025,WCh,Penrith,M,H1,Ramp,Y,1,Assigned,,,,Delfour Lucien,,
2025,WCh,Penrith,M,H1,Ramp,B,2,Assigned,,,,Leaver Sam,,
2025,WCh,Penrith,M,H1,Gate 1,R,,Down-Through,1,,,,,
2025,WCh,Penrith,M,H1,Gate 1,B,,Down-Through,2,,,,,
2025,WCh,Penrith,M,H1,Gate 1,G,,Down-Through,3,,,,,
2025,WCh,Penrith,M,H1,Gate 1,Y,,Down-Through,4,,,,,
2025,WCh,Penrith,M,H1,Gate 2,R,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,M,H1,Gate 2,G,,Left-Up,2,,FOLLOW,,,
2025,WCh,Penrith,M,H1,Gate 2,B,,Right-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,H1,Gate 2,Y,,Right-Up,4,,FOLLOW,,,
2025,WCh,Penrith,M,H1,Gate 3,R,,Down-Left,1,,,,,
2025,WCh,Penrith,M,H1,Gate 3,B,,Down-Left,2,,,,,
2025,WCh,Penrith,M,H1,Gate 3,Y,,Down-Left,3,,,,,
2025,WCh,Penrith,M,H1,Gate 3,G,,Down-Left,4,,,,,
2025,WCh,Penrith,M,H1,Gate 8,R,,Right-Up,1,,Right-Up,,,
2025,WCh,Penrith,M,H1,Gate 8,B,,Left-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,H1,Gate 8,Y,,Left-Up,3,,FOLLOW,,,
2025,WCh,Penrith,M,H1,Gate 8,G,,Right-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,H1,Finish,R,,Finish,1,1,,,,
2025,WCh,Penrith,M,H1,Finish,B,,Finish,2,2,,,,
2025,WCh,Penrith,M,H1,Finish,Y,,Finish,3,3,,,,
2025,WCh,Penrith,M,H1,Finish,G,,Finish,4,4,,,,
2025,WCh,Penrith,M,H2,Ramp,R,4,Assigned,,,,Anderson Timothy,,
2025,WCh,Penrith,M,H2,Ramp,G,3,Assigned,,,,Castryck Titouan,,
2025,WCh,Penrith,M,H2,Ramp,B,2,Assigned,,,,Hegge Noah,,
2025,WCh,Penrith,M,H2,Ramp,Y,1,Assigned,,,,Hensgt Stefan,,
2025,WCh,Penrith,M,H2,Gate 1,R,,Down-Through,1,,,,,
2025,WCh,Penrith,M,H2,Gate 1,G,,Down-Through,2,,,,,
2025,WCh,Penrith,M,H2,Gate 1,B,,Down-Through,3,,,,,
2025,WCh,Penrith,M,H2,Gate 1,Y,,Down-Through,4,,,,,
2025,WCh,Penrith,M,H2,Gate 2,R,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,M,H2,Gate 2,B,,Right-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,H2,Gate 2,G,,Right-Up,3,,FOLLOW,,,
2025,WCh,Penrith,M,H2,Gate 2,Y,,Right-Up,4,,FOLLOW,,,
2025,WCh,Penrith,M,H2,Gate 3,B,,Down-Left,1,,,,,
2025,WCh,Penrith,M,H2,Gate 3,Y,,Down-Left,2,,,,,
2025,WCh,Penrith,M,H2,Gate 3,G,,Down-Left,3,,,,,
2025,WCh,Penrith,M,H2,Gate 3,R,,Down-Left,4,,,,,
2025,WCh,Penrith,M,H2,Gate 8,B,,Right-Up,1,,Right-Up,,,
2025,WCh,Penrith,M,H2,Gate 8,Y,,Right-Up,2,,FOLLOW,,,
2025,WCh,Penrith,M,H2,Gate 8,G,,Left-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,H2,Gate 8,R,,Right-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,H2,Finish,B,,Finish,1,1,,,,
2025,WCh,Penrith,M,H2,Finish,G,,Finish,2,2,,,,
2025,WCh,Penrith,M,H2,Finish,Y,,Finish,3,3,,,,
2025,WCh,Penrith,M,H2,Finish,R,,Finish,4,4,,,,
2025,WCh,Penrith,M,H3,Ramp,R,4,Assigned,,,,Dickson Jonny,,
2025,WCh,Penrith,M,H3,Ramp,G,3,Assigned,,,,Grigar Jakub,,
2025,WCh,Penrith,M,H3,Ramp,B,2,Assigned,,,,Mccreedy Alisatir,,
2025,WCh,Penrith,M,H3,Ramp,Y,1,Assigned,,,,Goncalves Pedro,,
2025,WCh,Penrith,M,H3,Gate 1,R,,Down-Through,1,,,,,
2025,WCh,Penrith,M,H3,Gate 1,Y,,Down-Through,2,,,,,
2025,WCh,Penrith,M,H3,Gate 1,G,,Down-Through,3,,,,,
2025,WCh,Penrith,M,H3,Gate 1,B,,Down-Through,4,,,,,
2025,WCh,Penrith,M,H3,Gate 2,R,,Right-Up,1,,Right-Up,,,
2025,WCh,Penrith,M,H3,Gate 2,Y,,Right-Up,2,,FOLLOW,,,
2025,WCh,Penrith,M,H3,Gate 2,G,,Left-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,H3,Gate 2,B,,Left-Up,4,,FOLLOW,,,
2025,WCh,Penrith,M,H3,Gate 3,G,,Down-Left,1,,,,,
2025,WCh,Penrith,M,H3,Gate 3,Y,,Down-Left,2,,,,,
2025,WCh,Penrith,M,H3,Gate 3,R,,Down-Left,3,,,,,
2025,WCh,Penrith,M,H3,Gate 3,B,,Down-Left,4,,,,,
2025,WCh,Penrith,M,H3,Gate 8,G,,Right-Up,1,,Right-Up,,,
2025,WCh,Penrith,M,H3,Gate 8,Y,,Left-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,H3,Gate 8,R,,Right-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,H3,Gate 8,B,,Up,4,,SPLIT,,,
2025,WCh,Penrith,M,H3,Finish,G,,Finish,1,1,,,,
2025,WCh,Penrith,M,H3,Finish,Y,,Finish,2,2,,,,
2025,WCh,Penrith,M,H3,Finish,R,,Finish,3,3,,,,
2025,WCh,Penrith,M,H3,Finish,B,,Finish,4,4,,,,
2025,WCh,Penrith,M,H4,Ramp,R,4,Assigned,,,,Novak Matyas,,
2025,WCh,Penrith,M,H4,Ramp,G,3,Assigned,,,,Madore Mathurin,,
2025,WCh,Penrith,M,H4,Ramp,B,2,Assigned,,,,Lyu Luhui,,
2025,WCh,Penrith,M,H4,Ramp,Y,1,Assigned,,,,Ivchenko Artem,,
2025,WCh,Penrith,M,H4,Gate 1,R,,Down-Through,1,,,,,
2025,WCh,Penrith,M,H4,Gate 1,G,,Down-Through,2,,,,,
2025,WCh,Penrith,M,H4,Gate 1,Y,,Down-Through,3,,,,,
2025,WCh,Penrith,M,H4,Gate 1,B,,Down-Through,4,,,,,
2025,WCh,Penrith,M,H4,Gate 2,R,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,M,H4,Gate 2,G,,Right-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,H4,Gate 2,Y,,Left-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,H4,Gate 2,B,,Right-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,H4,Gate 3,R,,Down-Left,1,,,,,
2025,WCh,Penrith,M,H4,Gate 3,G,,Down-Left,2,,,,,
2025,WCh,Penrith,M,H4,Gate 3,B,,Down-Left,3,,,,,
2025,WCh,Penrith,M,H4,Gate 3,Y,,Down-Left,4,,,,,
2025,WCh,Penrith,M,H4,Gate 8,R,,Right-Up,1,,Right-Up,,,
2025,WCh,Penrith,M,H4,Gate 8,G,,Left-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,H4,Gate 8,B,,Left-Up,3,,FOLLOW,,,
2025,WCh,Penrith,M,H4,Gate 8,Y,,Left-Up,4,,FOLLOW,,,
2025,WCh,Penrith,M,H4,Finish,R,,Finish,1,1,,,,
2025,WCh,Penrith,M,H4,Finish,G,,Finish,2,2,,,,
2025,WCh,Penrith,M,H4,Finish,B,,Finish,3,3,,,,
2025,WCh,Penrith,M,H4,Finish,Y,,Finish,4,4,,,,
2025,WCh,Penrith,M,H5,Ramp,R,4,Assigned,,,,Krejci Jakub,,
2025,WCh,Penrith,M,H5,Ramp,G,3,Assigned,,,,Renia Benjamin,,
2025,WCh,Penrith,M,H5,Ramp,B,2,Assigned,,,,Collier Nicholas,,
2025,WCh,Penrith,M,H5,Ramp,Y,1,Assigned,,,,Halcin Martin,,
2025,WCh,Penrith,M,H5,Gate 1,R,,Down-Through,1,,,,,
2025,WCh,Penrith,M,H5,Gate 1,G,,Down-Through,2,,,,,
2025,WCh,Penrith,M,H5,Gate 1,B,,Down-Through,3,,,,,
2025,WCh,Penrith,M,H5,Gate 1,Y,,Down-Through,4,,,,,
2025,WCh,Penrith,M,H5,Gate 2,R,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,M,H5,Gate 2,G,,Right-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,H5,Gate 2,B,,Right-Up,3,,FOLLOW,,,
2025,WCh,Penrith,M,H5,Gate 2,Y,,Left-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,H5,Gate 3,R,,Down-Left,1,,,,,
2025,WCh,Penrith,M,H5,Gate 3,B,,Down-Left,2,,,,,
2025,WCh,Penrith,M,H5,Gate 3,G,,Down-Left,3,,,,,
2025,WCh,Penrith,M,H5,Gate 3,Y,,Down-Left,4,,,,,
2025,WCh,Penrith,M,H5,Gate 8,R,,Right-Up,1,,Right-Up,,,
2025,WCh,Penrith,M,H5,Gate 8,B,,Right-Up,2,,FOLLOW,,,
2025,WCh,Penrith,M,H5,Gate 8,G,,Left-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,H5,Gate 8,Y,,Right-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,H5,Finish,R,,Finish,1,1,,,,
2025,WCh,Penrith,M,H5,Finish,G,,Finish,2,2,,,,
2025,WCh,Penrith,M,H5,Finish,B,,Finish,3,3,,,,
2025,WCh,Penrith,M,H5,Finish,Y,,Finish,4,4,,,,
2025,WCh,Penrith,M,H6,Ramp,R,4,Assigned,,,,Ochoa Manuel,,
2025,WCh,Penrith,M,H6,Ramp,G,3,Assigned,,,,Aubertin Maxime,,
2025,WCh,Penrith,M,H6,Ramp,B,2,Assigned,,,,Roeller Tillmann,,
2025,WCh,Penrith,M,H6,Ramp,Y,1,Assigned,,,,Kunchno Tadeusz,,
2025,WCh,Penrith,M,H6,Gate 1,R,,Down-Through,1,,,,,
2025,WCh,Penrith,M,H6,Gate 1,G,,Down-Through,2,,,,,
2025,WCh,Penrith,M,H6,Gate 1,B,,Down-Through,3,,,,,
2025,WCh,Penrith,M,H6,Gate 1,Y,,Down-Through,4,,,,,
2025,WCh,Penrith,M,H6,Gate 2,R,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,M,H6,Gate 2,G,,Right-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,H6,Gate 2,B,,Left-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,H6,Gate 2,Y,,Right-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,H6,Gate 3,G,,Down,1,,,,,
2025,WCh,Penrith,M,H6,Gate 3,R,,Down,2,,,,,
2025,WCh,Penrith,M,H6,Gate 3,B,,Down,3,,,,,
2025,WCh,Penrith,M,H6,Gate 3,Y,,Down,4,,,,,
2025,WCh,Penrith,M,H6,Gate 8,G,,Right-Up,1,,Right-Up,,,
2025,WCh,Penrith,M,H6,Gate 8,R,,Left-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,H6,Gate 8,B,,Left-Up,3,,FOLLOW,,,
2025,WCh,Penrith,M,H6,Gate 8,Y,,Right-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,H6,Finish,G,,Finish,1,1,,,,
2025,WCh,Penrith,M,H6,Finish,R,,Finish,2,2,,,,
2025,WCh,Penrith,M,H6,Finish,Y,,Finish,3,3,,,,
2025,WCh,Penrith,M,H6,Finish,B,,Finish,4,4,,,,
2025,WCh,Penrith,M,H7,Ramp,R,4,Assigned,,,,Butcher Finn,,
2025,WCh,Penrith,M,H7,Ramp,G,3,Assigned,,,,Hocevar Ziga Lin,,
2025,WCh,Penrith,M,H7,Ramp,B,2,Assigned,,,,Rudorfer Martin,,
2025,WCh,Penrith,M,H7,Ramp,Y,1,Assigned,,,,Polaczyk Mateusz,,
2025,WCh,Penrith,M,H7,Gate 1,R,,Down-Through,1,,,,,
2025,WCh,Penrith,M,H7,Gate 1,G,,Down-Through,2,,,,,
2025,WCh,Penrith,M,H7,Gate 1,Y,,Down-Through,3,,,,,
2025,WCh,Penrith,M,H7,Gate 1,B,,Down-Through,4,,,,,
2025,WCh,Penrith,M,H7,Gate 2,R,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,M,H7,Gate 2,G,,Left-Up,2,,FOLLOW,,,
2025,WCh,Penrith,M,H7,Gate 2,Y,,Right-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,H7,Gate 2,B,,Left-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,H7,Gate 3,R,,Down-Left,1,,,,,
2025,WCh,Penrith,M,H7,Gate 3,Y,,Down-Left,2,,,,,
2025,WCh,Penrith,M,H7,Gate 3,B,,Down-Left,3,,,,,
2025,WCh,Penrith,M,H7,Gate 3,G,,Down-Left,4,,,,,
2025,WCh,Penrith,M,H7,Gate 8,R,,Right-Up,1,,Right-Up,,,
2025,WCh,Penrith,M,H7,Gate 8,Y,,Left-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,H7,Gate 8,B,,Right-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,H7,Gate 8,G,,Right-Up,4,,FOLLOW,,,
2025,WCh,Penrith,M,H7,Finish,R,,Finish,1,1,,,,
2025,WCh,Penrith,M,H7,Finish,Y,,Finish,2,2,,,,
2025,WCh,Penrith,M,H7,Finish,G,,Finish,3,3,,,,
2025,WCh,Penrith,M,H7,Finish,B,,Finish,4,4,,,,
2025,WCh,Penrith,M,H8,Ramp,R,4,Assigned,,,,Clarke Joseph,,
2025,WCh,Penrith,M,H8,Ramp,G,3,Assigned,,,,Rohrer Jan,,
2025,WCh,Penrith,M,H8,Ramp,B,2,Assigned,,,,De Gennaro Giovanni,,
2025,WCh,Penrith,M,H8,Ramp,Y,1,Assigned,,,,Leitner Mario,,
2025,WCh,Penrith,M,H8,Gate 1,R,,Down-Through,1,,,,,
