Year,Competition,Location,Gender,Phase,Gate,BIB,Ramp Position,Action,Order,Final Position,Upstream Tactic,Athlete Name,Faults,NOTES & COMMENTS
2025,WCh,Penrith,M,R4,Finish,G,,Finish,1,1,,,,
2025,WCh,Penrith,M,R4,Finish,R,,Finish,2,2,,,,
2025,WCh,Penrith,M,R4,Finish,B,,Finish,3,3,,,,
2025,WCh,Penrith,M,R4,Finish,Y,,Finish,4,4,,,,
2025,WCh,Penrith,M,R5,Ramp,R,4,Assigned,,,,Novak Matyas,,
2025,WCh,Penrith,M,R5,Ramp,G,3,Assigned,,,,Leaver Sam,,
2025,WCh,Penrith,M,R5,Ramp,B,2,Assigned,,,,Polaczyk Mateusz,,
2025,WCh,Penrith,M,R5,Ramp,Y,1,Assigned,,,,Chiarello Gelindo,,
2025,WCh,Penrith,M,R5,Gate 1,R,,Down-Through,1,,,,,
2025,WCh,Penrith,M,R5,Gate 1,G,,Down-Through,2,,,,,
2025,WCh,Penrith,M,R5,Gate 1,Y,,Down-Through,3,,,,,
2025,WCh,Penrith,M,R5,Gate 1,B,,Down-Through,4,,,,,
2025,WCh,Penrith,M,R5,Gate 2,R,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,M,R5,Gate 2,G,,Right-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,R5,Gate 2,Y,,Right-Up,3,,FOLLOW,,,
2025,WCh,Penrith,M,R5,Gate 2,B,,Left-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,R5,Gate 3,R,,Down-Left,1,,,,,
2025,WCh,Penrith,M,R5,Gate 3,G,,Down-Left,2,,,,,
2025,WCh,Penrith,M,R5,Gate 3,Y,,Down-Left,3,,,,,
2025,WCh,Penrith,M,R5,Gate 3,B,,Down-Left,4,,,,,
2025,WCh,Penrith,M,R5,Gate 8,R,,Right-Up,1,,Right-Up,,,
2025,WCh,Penrith,M,R5,Gate 8,G,,Left-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,R5,Gate 8,Y,,Right-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,R5,Gate 8,B,,Right-Up,4,,FOLLOW,,,
2025,WCh,Penrith,M,R5,Finish,R,,Finish,1,1,,,,
2025,WCh,Penrith,M,R5,Finish,G,,Finish,2,2,,,,
2025,WCh,Penrith,M,R5,Finish,Y,,Finish,3,3,,,,
2025,WCh,Penrith,M,R5,Finish,B,,Finish,4,4,,,,
2025,WCh,Penrith,M,R6,Ramp,R,4,Assigned,,,,Dickson Jonny,,
2025,WCh,Penrith,M,R6,Ramp,G,3,Assigned,,,,De Gennaro Giovanni,,
2025,WCh,Penrith,M,R6,Ramp,B,2,Assigned,,,,Halcin Martin,,
2025,WCh,Penrith,M,R6,Ramp,Y,1,Assigned,,,,Kuchno Tadeusz,,
2025,WCh,Penrith,M,R6,Gate 1,R,,Down-Through,1,,,,,
2025,WCh,Penrith,M,R6,Gate 1,Y,,Down-Through,2,,,,,
2025,WCh,Penrith,M,R6,Gate 1,G,,Down-Through,3,,,,,
2025,WCh,Penrith,M,R6,Gate 1,B,,Down-Through,4,,,,,
2025,WCh,Penrith,M,R6,Gate 2,R,,Right-Up,1,,Right-Up,,,
2025,WCh,Penrith,M,R6,Gate 2,Y,,Left-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,R6,Gate 2,G,,Right-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,R6,Gate 2,B,,Left-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,R6,Gate 3,R,,Down-Left,1,,,,,
2025,WCh,Penrith,M,R6,Gate 3,G,,Down-Left,2,,,,,
2025,WCh,Penrith,M,R6,Gate 3,Y,,Down-Left,3,,,,,
2025,WCh,Penrith,M,R6,Gate 3,B,,Down-Left,4,,,,,
2025,WCh,Penrith,M,R6,Gate 8,R,,Right-Up,1,,Right-Up,,,
2025,WCh,Penrith,M,R6,Gate 8,G,,Right-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,R6,Gate 8,Y,,Right-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,R6,Gate 8,B,,Right-Up,4,,FOLLOW,,,
2025,WCh,Penrith,M,R6,Finish,R,,Finish,1,1,,,,
2025,WCh,Penrith,M,R6,Finish,G,,Finish,2,2,,,,
2025,WCh,Penrith,M,R6,Finish,Y,,Finish,3,3,,,,
2025,WCh,Penrith,M,R6,Finish,B,,Finish,4,4,,,,
2025,WCh,Penrith,M,R7,Ramp,R,4,Assigned,,,,Ochoa Manuel,,
2025,WCh,Penrith,M,R7,Ramp,G,3,Assigned,,,,Goncalves Pedro,,
2025,WCh,Penrith,M,R7,Ramp,Y,2,Assigned,,,,Ivchenko Artem,,
2025,WCh,Penrith,M,R7,Ramp,B,1,Assigned,,,,Roeller Tillmann,,
2025,WCh,Penrith,M,R7,Gate 1,R,,Down-Through,1,,,,,
2025,WCh,Penrith,M,R7,Gate 1,G,,Down-Through,2,,,,,
2025,WCh,Penrith,M,R7,Gate 1,B,,Down-Through,3,,,,,
2025,WCh,Penrith,M,R7,Gate 1,Y,,Down-Through,4,,,,,
2025,WCh,Penrith,M,R7,Gate 2,R,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,M,R7,Gate 2,Y,,Left-Up,2,,FOLLOW,,,
2025,WCh,Penrith,M,R7,Gate 2,G,,Right-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,R7,Gate 2,B,,Right-Up,4,,FOLLOW,,,
2025,WCh,Penrith,M,R7,Gate 3,R,,Down-Left,1,,,,,
2025,WCh,Penrith,M,R7,Gate 3,Y,,Down-Left,2,,,,,
2025,WCh,Penrith,M,R7,Gate 3,B,,Down-Left,3,,,,,
2025,WCh,Penrith,M,R7,Gate 3,G,,Down-Left,4,,,,,
2025,WCh,Penrith,M,R7,Gate 8,R,,Right-Up,1,,Right-Up,,,
2025,WCh,Penrith,M,R7,Gate 8,Y,,Left-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,R7,Gate 8,B,,Left-Up,3,,FOLLOW,,,
2025,WCh,Penrith,M,R7,Gate 8,G,,Right-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,R7,Finish,R,,Finish,1,1,,,,
2025,WCh,Penrith,M,R7,Finish,Y,,Finish,2,2,,,,
2025,WCh,Penrith,M,R7,Finish,G,,Finish,3,3,,,,
2025,WCh,Penrith,M,R7,Finish,B,,Finish,4,4,,,,
2025,WCh,Penrith,M,R8,Ramp,R,4,Assigned,,,,Madore Mathurin,,
2025,WCh,Penrith,M,R8,Ramp,G,3,Assigned,,,,Rudorfer Martin,,
2025,WCh,Penrith,M,R8,Ramp,Y,2,Assigned,,,,Aubertin Maxime,,
2025,WCh,Penrith,M,R8,Ramp,B,1,Assigned,,,,Leitner Mario,,
2025,WCh,Penrith,M,R8,Gate 1,G,,Down-Through,1,,,,,
2025,WCh,Penrith,M,R8,Gate 1,R,,Down-Through,2,,,,,
2025,WCh,Penrith,M,R8,Gate 1,Y,,Down-Through,3,,,,,
2025,WCh,Penrith,M,R8,Gate 1,B,,Down-Through,4,,,,,
2025,WCh,Penrith,M,R8,Gate 2,G,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,M,R8,Gate 2,R,,Left-Up,2,,FOLLOW,,,
2025,WCh,Penrith,M,R8,Gate 2,B,,Right-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,R8,Gate 2,Y,,Right-Up,4,,FOLLOW,,,
2025,WCh,Penrith,M,R8,Gate 3,B,,Down-Left,1,,,,,
2025,WCh,Penrith,M,R8,Gate 3,R,,Down-Left,2,,,,,
2025,WCh,Penrith,M,R8,Gate 3,Y,,Down-Left,3,,,,,
2025,WCh,Penrith,M,R8,Gate 3,G,,Down-Left,4,,,,,
2025,WCh,Penrith,M,R8,Gate 8,B,,Right-Up,1,,Right-Up,,,
2025,WCh,Penrith,M,R8,Gate 8,R,,Left-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,R8,Gate 8,Y,,Right-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,R8,Gate 8,G,,Left-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,R8,Finish,B,,Finish,1,1,,,,
2025,WCh,Penrith,M,R8,Finish,R,,Finish,2,2,,,,
2025,WCh,Penrith,M,R8,Finish,Y,,Finish,3,3,,,,
2025,WCh,Penrith,M,R9,Ramp,R,4,Assigned,,,,Butcher Finn,,
2025,WCh,Penrith,M,R9,Ramp,G,3,Assigned,,,,Hegge Noah,,
2025,WCh,Penrith,M,R9,Ramp,B,2,Assigned,,,,Ferrazzi Xabier,,
2025,WCh,Penrith,M,R9,Ramp,Y,1,Assigned,,,,Mccreery Alistair,,
2025,WCh,Penrith,M,R9,Gate 1,R,,Down-Through,1,,,,,
2025,WCh,Penrith,M,R9,Gate 1,G,,Down-Through,2,,,,,
2025,WCh,Penrith,M,R9,Gate 1,B,,Down-Through,3,,,,,
2025,WCh,Penrith,M,R9,Gate 1,Y,,Down-Through,4,,,,,
2025,WCh,Penrith,M,R9,Gate 2,R,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,M,R9,Gate 2,G,,Right-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,R9,Gate 2,B,,Left-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,R9,Gate 2,Y,,Left-Up,4,,FOLLOW,,,
2025,WCh,Penrith,M,R9,Gate 3,G,,Down-Left,1,,,,,
2025,WCh,Penrith,M,R9,Gate 3,R,,Down-Left,2,,,,,
2025,WCh,Penrith,M,R9,Gate 3,B,,Down-Left,3,,,,,
2025,WCh,Penrith,M,R9,Gate 3,Y,,Down-Left,4,,,,,
2025,WCh,Penrith,M,R9,Gate 8,G,,Right-Up,1,,Right-Up,,,
2025,WCh,Penrith,M,R9,Gate 8,R,,Left-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,R9,Gate 8,B,,Left-Up,3,,FOLLOW,,,
2025,WCh,Penrith,M,R9,Gate 8,Y,,Right-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,R9,Finish,G,,Finish,1,1,,,,
2025,WCh,Penrith,M,R9,Finish,R,,Finish,2,2,,,,
2025,WCh,Penrith,M,R9,Finish,B,,Finish,3,3,,,,
2025,WCh,Penrith,M,R9,Finish,Y,,Finish,4,4,,,,
2025,WCh,Penrith,M,R10,Ramp,R,4,Assigned,,,,Anderson Timothy,,
2025,WCh,Penrith,M,R10,Ramp,G,3,Assigned,,,,Brzezinski Jakub,,
2025,WCh,Penrith,M,R10,Ramp,B,2,Assigned,,,,Hengst Stefan,,
2025,WCh,Penrith,M,R10,Ramp,Y,1,Assigned,,,,Lyu Luhui,,
2025,WCh,Penrith,M,R10,Gate 1,R,,Down-Through,1,,,,,
2025,WCh,Penrith,M,R10,Gate 1,B,,Down-Through,2,,,,,
2025,WCh,Penrith,M,R10,Gate 1,G,,Down-Through,3,,,,,
2025,WCh,Penrith,M,R10,Gate 1,Y,,Down-Through,4,,,,,
2025,WCh,Penrith,M,R10,Gate 2,R,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,M,R10,Gate 2,B,,Right-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,R10,Gate 2,G,,Left-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,R10,Gate 2,Y,,Right-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,R10,Gate 3,R,,Down-Left,1,,,,,
2025,WCh,Penrith,M,R10,Gate 3,B,,Down-Left,2,,,,,
2025,WCh,Penrith,M,R10,Gate 3,G,,Down-Left,3,,,,,
2025,WCh,Penrith,M,R10,Gate 3,Y,,Down-Left,4,,,,,
2025,WCh,Penrith,M,R10,Gate 8,R,,Right-Up,1,,Right-Up,,,
2025,WCh,Penrith,M,R10,Gate 8,B,,Left-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,R10,Gate 8,G,,Right-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,R10,Gate 8,Y,,Left-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,R10,Finish,R,,Finish,1,1,,,,
2025,WCh,Penrith,M,R10,Finish,B,,Finish,2,2,,,,
2025,WCh,Penrith,M,R10,Finish,G,,Finish,3,3,,,,
2025,WCh,Penrith,M,R10,Finish,Y,,Finish,4,4,,,,
2025,WCh,Penrith,M,R11,Ramp,R,4,Assigned,,,,Castryck Titouan,,
2025,WCh,Penrith,M,R11,Ramp,G,3,Assigned,,,,Kozlov Ivan,,
2025,WCh,Penrith,M,R11,Ramp,B,2,Assigned,,,,Collier Nicholas,,
2025,WCh,Penrith,M,R11,Ramp,Y,1,Assigned,,,,Sovko Serhii,,
2025,WCh,Penrith,M,R11,Gate 1,G,,Down-Through,1,,,,,
2025,WCh,Penrith,M,R11,Gate 1,B,,Down-Through,2,,,,,
2025,WCh,Penrith,M,R11,Gate 1,R,,Down-Through,3,,,,,
2025,WCh,Penrith,M,R11,Gate 1,Y,,Down-Through,4,,,,,
2025,WCh,Penrith,M,R11,Gate 2,G,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,M,R11,Gate 2,R,,Left-Up,2,,FOLLOW,,,
2025,WCh,Penrith,M,R11,Gate 2,B,,Right-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,R11,Gate 2,Y,,Right-Up,4,,FOLLOW,,,
2025,WCh,Penrith,M,R11,Gate 3,R,,Down-Left,1,,,,,
2025,WCh,Penrith,M,R11,Gate 3,G,,Down-Left,2,,,,,
2025,WCh,Penrith,M,R11,Gate 3,B,,Down-Left,3,,,,,
2025,WCh,Penrith,M,R11,Gate 3,Y,,Down-Left,4,,,,,
2025,WCh,Penrith,M,R11,Gate 8,R,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,M,R11,Gate 8,G,,Right-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,R11,Gate 8,B,,Right-Up,3,,FOLLOW,,,
2025,WCh,Penrith,M,R11,Gate 8,Y,,Left-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,R11,Finish,R,,Finish,1,1,,,,
2025,WCh,Penrith,M,R11,Finish,B,,Finish,2,2,,,,
2025,WCh,Penrith,M,R11,Finish,G,,Finish,3,3,,,,
2025,WCh,Penrith,M,R11,Finish,Y,,Finish,4,4,,,,
2025,WCh,Penrith,W,Rep1,Ramp,R,4,Assigned,,,,HERZOG Andrea,,
2025,WCh,Penrith,W,Rep1,Ramp,G,3,Assigned,,,,TEUNISSEN Lena,,
2025,WCh,Penrith,W,Rep1,Ramp,Y,2,Assigned,,,,PLATA Laura,,
2025,WCh,Penrith,W,Rep1,Ramp,B,1,Assigned,,,,Williams Cou,,
2025,WCh,Penrith,W,Rep1,Gate 1,R,,Down-Through,1,,,,,
2025,WCh,Penrith,W,Rep1,Gate 1,G,,Down-Through,2,,,,,
2025,WCh,Penrith,W,Rep1,Gate 1,B,,Down-Through,3,,,,,
2025,WCh,Penrith,W,Rep1,Gate 1,Y,,Down-Through,4,,,,,
2025,WCh,Penrith,W,Rep1,Gate 2,R,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,W,Rep1,Gate 2,G,,Left-Up,2,,FOLLOW,,,
2025,WCh,Penrith,W,Rep1,Gate 2,B,,Right-Up,3,,SPLIT,,,
2025,WCh,Penrith,W,Rep1,Gate 2,Y,,Right-Up,4,,FOLLOW,,,
2025,WCh,Penrith,W,Rep1,Gate 3,G,,Down-Left,1,,,,,
2025,WCh,Penrith,W,Rep1,Gate 3,R,,Down-Left,2,,,,,
2025,WCh,Penrith,W,Rep1,Gate 3,Y,,Down-Left,3,,,,,
2025,WCh,Penrith,W,Rep1,Gate 3,B,,Down-Left,4,,,,,
2025,WCh,Penrith,W,Rep1,Gate 8,R,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,W,Rep1,Gate 8,G,,Right-Up,2,,SPLIT,,,
2025,WCh,Penrith,W,Rep1,Gate 8,Y,,Left-Up,3,,SPLIT,,,
2025,WCh,Penrith,W,Rep1,Gate 8,B,,Left-Up,4,,FOLLOW,,,
2025,WCh,Penrith,W,Rep1,Finish,R,,Finish,1,1,,,,
2025,WCh,Penrith,W,Rep1,Finish,G,,Finish,2,2,,,,
2025,WCh,Penrith,W,Rep1,Finish,Y,,Finish,3,3,,,,
2025,WCh,Penrith,W,Rep1,Finish,B,,Finish,4,4,,,,
2025,WCh,Penrith,W,Rep2,Ramp,R,4,Assigned,,,,FOX Noemie,,
2025,WCh,Penrith,W,Rep2,Ramp,G,3,Assigned,,,,LEAVER Lois,,
2025,WCh,Penrith,W,Rep2,Ramp,Y,2,Assigned,,,,MILLS Waris,,
2025,WCh,Penrith,W,Rep2,Ramp,B,1,Assigned,,,,REINOSO Sofia,,
2025,WCh,Penrith,W,Rep2,Gate 1,G,,Down-Through,1,,,,,
2025,WCh,Penrith,W,Rep2,Gate 1,R,,Down-Through,2,,,,,
2025,WCh,Penrith,W,Rep2,Gate 1,B,,Down-Through,3,,,,,
2025,WCh,Penrith,W,Rep2,Gate 1,Y,,Down-Through,4,,,,,
2025,WCh,Penrith,W,Rep2,Gate 2,G,,Right-Up,1,,Right-Up,,,
2025,WCh,Penrith,W,Rep2,Gate 2,R,,Left-Up,2,,SPLIT,,,
2025,WCh,Penrith,W,Rep2,Gate 2,B,,Right-Up,3,,SPLIT,,,
2025,WCh,Penrith,W,Rep2,Gate 2,Y,,Left-Up,4,,SPLIT,,,
2025,WCh,Penrith,W,Rep2,Gate 3,G,,Down-Left,1,,,,,
2025,WCh,Penrith,W,Rep2,Gate 3,R,,Down-Left,2,,,,,
2025,WCh,Penrith,W,Rep2,Gate 3,B,,Down-Left,3,,,,,
2025,WCh,Penrith,W,Rep2,Gate 3,Y,,Down-Left,4,,,,,
2025,WCh,Penrith,W,Rep2,Gate 8,G,,Right-Up,1,,Right-Up,,,
2025,WCh,Penrith,W,Rep2,Gate 8,R,,Left-Up,2,,SPLIT,,,
2025,WCh,Penrith,W,Rep2,Gate 8,B,,Right-Up,3,,SPLIT,,,
2025,WCh,Penrith,W,Rep2,Gate 8,Y,,Right-Up,4,,FOLLOW,,,
2025,WCh,Penrith,W,Rep2,Finish,G,,Finish,1,1,,,,
2025,WCh,Penrith,W,Rep2,Finish,R,,Finish,2,2,,,,
2025,WCh,Penrith,W,Rep2,Finish,B,,Finish,3,3,,,,
2025,WCh,Penrith,W,Rep2,Finish,Y,,Finish,4,4,,,,
2025,WCh,Penrith,W,Rep3,Ramp,R,4,Assigned,,,,DORIA Monica,,
2025,WCh,Penrith,W,Rep3,Ramp,G,3,Assigned,,,,Brezeska Dominika,,
2025,WCh,Penrith,W,Rep3,Ramp,Y,2,Assigned,,,,PITCHER FARREL CLeo,,
2025,WCh,Penrith,W,Rep3,Ramp,B,1,Assigned,,,,FUNK Ricarda,,
2025,WCh,Penrith,W,Rep3,Gate 1,R,,Down-Through,1,,,,,
2025,WCh,Penrith,W,Rep3,Gate 1,G,,Down-Through,2,,,,,
2025,WCh,Penrith,W,Rep3,Gate 1,B,,Down-Through,3,,,,,
2025,WCh,Penrith,W,Rep3,Gate 1,Y,,Down-Through,4,,,,,
2025,WCh,Penrith,W,Rep3,Gate 2,R,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,W,Rep3,Gate 2,G,,Left-Up,2,,FOLLOW,,,
2025,WCh,Penrith,W,Rep3,Gate 2,B,,Right-Up,3,,SPLIT,,,
2025,WCh,Penrith,W,Rep3,Gate 2,Y,,Left-Up,4,,SPLIT,,,
2025,WCh,Penrith,W,Rep3,Gate 3,R,,Down-Left,1,,,,,
2025,WCh,Penrith,W,Rep3,Gate 3,B,,Down-Left,2,,,,,
2025,WCh,Penrith,W,Rep3,Gate 3,G,,Down-Left,3,,,,,
2025,WCh,Penrith,W,Rep3,Gate 3,Y,,Down-Left,4,,,,,
2025,WCh,Penrith,W,Rep3,Gate 8,R,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,W,Rep3,Gate 8,B,,Right-Up,2,,SPLIT,,,
2025,WCh,Penrith,W,Rep3,Gate 8,G,,Left-Up,3,,SPLIT,,,
2025,WCh,Penrith,W,Rep3,Gate 8,Y,,Left-Up,4,,FOLLOW,,,
2025,WCh,Penrith,W,Rep3,Finish,R,,Finish,1,1,,,,
2025,WCh,Penrith,W,Rep3,Finish,B,,Finish,2,2,,,,
2025,WCh,Penrith,W,Rep3,Finish,G,,Finish,3,3,,,,
2025,WCh,Penrith,W,Rep3,Finish,Y,,Finish,4,4,,,,
2025,WCh,Penrith,W,Rep4,Ramp,R,4,Assigned,,,,SORRIBES Laia,,
2025,WCh,Penrith,W,Rep4,Ramp,G,3,Assigned,,,,CHANG Chu-Han,,
2025,WCh,Penrith,W,Rep4,Ramp,B,2,Assigned,,,,ALTMAN Marcella,,
2025,WCh,Penrith,W,Rep4,Gate 1,G,,Down-Through,1,,,,,
2025,WCh,Penrith,W,Rep4,Gate 1,R,,Down-Through,2,,,,,
2025,WCh,Penrith,W,Rep4,Gate 1,B,,Down-Through,3,,,,,
2025,WCh,Penrith,W,Rep4,Gate 2,R,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,W,Rep4,Gate 2,G,,Right-Up,2,,SPLIT,,,
2025,WCh,Penrith,W,Rep4,Gate 2,B,,Right-Up,3,,FOLLOW,,,
2025,WCh,Penrith,W,Rep4,Gate 3,R,,Down-Left,1,,,,,
2025,WCh,Penrith,W,Rep4,Gate 3,G,,Down-Left,2,,,,,
2025,WCh,Penrith,W,Rep4,Gate 3,B,,Down-Left,3,,,,,
2025,WCh,Penrith,W,Rep4,Gate 8,R,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,W,Rep4,Gate 8,G,,Right-Up,2,,SPLIT,,,
2025,WCh,Penrith,W,Rep4,Gate 8,B,,Right-Up,3,,FOLLOW,,,
2025,WCh,Penrith,W,Rep4,Finish,R,,Finish,1,1,,,,
2025,WCh,Penrith,W,Rep4,Finish,G,,Finish,2,2,,,,
2025,WCh,Penrith,W,Rep4,Finish,B,,Finish,3,3,,,,
2025,WCh,Penrith,W,Rep5,Ramp,R,4,Assigned,,,,krylova Knseiia,,
2025,WCh,Penrith,W,Rep5,Ramp,G,3,Assigned,,,,REX Rosie,,
2025,WCh,Penrith,W,Rep5,Ramp,B,2,Assigned,,,,SOKOLOVA Mariia,,
2025,WCh,Penrith,W,Rep5,Ramp,Y,1,Assigned,,,,DAVIDSON Codie,,
2025,WCh,Penrith,W,Rep5,Gate 1,R,,Down-Through,1,,,,,
2025,WCh,Penrith,W,Rep5,Gate 1,G,,Down-Through,2,,,,,
2025,WCh,Penrith,W,Rep5,Gate 1,B,,Down-Through,3,,,,,
2025,WCh,Penrith,W,Rep5,Gate 1,Y,,Down-Through,4,,,,,
2025,WCh,Penrith,W,Rep5,Gate 2,R,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,W,Rep5,Gate 2,G,,Right-Up,2,,SPLIT,,,
2025,WCh,Penrith,W,Rep5,Gate 2,B,,Right-Up,3,,FOLLOW,,,
2025,WCh,Penrith,W,Rep5,Gate 2,Y,,Left-Up,4,,SPLIT,,,
2025,WCh,Penrith,W,Rep5,Gate 3,G,,Down-Left,1,,,,,
2025,WCh,Penrith,W,Rep5,Gate 3,Y,,Down-Left,2,,,,,
2025,WCh,Penrith,W,Rep5,Gate 3,B,,Down-Left,3,,,,,
2025,WCh,Penrith,W,Rep5,Gate 3,R,,Down-Left,4,,,,,
2025,WCh,Penrith,W,Rep5,Gate 8,G,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,W,Rep5,Gate 8,R,,Left-Up,2,,FOLLOW,,,
2025,WCh,Penrith,W,Rep5,Gate 8,B,,Right-Up,3,,SPLIT,,,
2025,WCh,Penrith,W,Rep5,Gate 8,Y,,Right-Up,4,,FOLLOW,,,
2025,WCh,Penrith,W,Rep5,Finish,G,,Finish,1,1,,,,
2025,WCh,Penrith,W,Rep5,Finish,R,,Finish,2,2,,,,
2025,WCh,Penrith,W,Rep5,Finish,B,,Finish,3,3,,,,
2025,WCh,Penrith,W,Rep5,Finish,Y,,Finish,4,4,,,,
2025,WCh,Penrith,M,Rep1,Ramp,R,4,Assigned,,,,Goncalves Pedro,,
2025,WCh,Penrith,M,Rep1,Ramp,G,3,Assigned,,,,Hengst Stefan,,
2025,WCh,Penrith,M,Rep1,Ramp,B,1,Assigned,,,,Sovko Serhii,,
2025,WCh,Penrith,M,Rep1,Ramp,Y,2,Assigned,,,,Echeverria Olguin Andraz,,
2025,WCh,Penrith,M,Rep1,Gate 1,R,,Down-Through,1,,,,,
2025,WCh,Penrith,M,Rep1,Gate 1,G,,Down-Through,2,,,,,
2025,WCh,Penrith,M,Rep1,Gate 1,B,,Down-Through,3,,,,,
2025,WCh,Penrith,M,Rep1,Gate 1,Y,,Down-Through,4,,,,,
2025,WCh,Penrith,M,Rep1,Gate 2,R,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,M,Rep1,Gate 2,G,,Right-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,Rep1,Gate 2,B,,Right-Up,3,,FOLLOW,,,
2025,WCh,Penrith,M,Rep1,Gate 2,Y,,Left-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,Rep1,Gate 3,G,,Down-Left,1,,,,,
2025,WCh,Penrith,M,Rep1,Gate 3,R,,Down-Left,2,,,,,
2025,WCh,Penrith,M,Rep1,Gate 3,B,,Down-Left,3,,,,,
2025,WCh,Penrith,M,Rep1,Gate 3,Y,,Down-Left,4,,,,,
2025,WCh,Penrith,M,Rep1,Gate 3,G,,Right-Up,1,,Right-Up,,,
2025,WCh,Penrith,M,Rep1,Gate 3,R,,Left-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,Rep1,Gate 3,B,,Right-Up,3,,SPLIT,,,
2025,WCh,Penrith,M,Rep1,Gate 3,Y,,Left-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,Rep1,Finish,G,,Finish,1,1,,,,
2025,WCh,Penrith,M,Rep1,Finish,R,,Finish,2,2,,,,
2025,WCh,Penrith,M,Rep1,Finish,B,,Finish,3,3,,,,
2025,WCh,Penrith,M,Rep1,Finish,Y,,Finish,4,4,,,,
2025,WCh,Penrith,M,Rep2,Ramp,R,4,Assigned,,,,Rudorfer Martin,,
2025,WCh,Penrith,M,Rep2,Ramp,G,3,Assigned,,,,Ferassi Xabier,,
2025,WCh,Penrith,M,Rep2,Ramp,B,2,Assigned,,,,Pope Benjamin,,
2025,WCh,Penrith,M,Rep2,Ramp,Y,1,Assigned,,,,Delfour Lucien,,
2025,WCh,Penrith,M,Rep2,Gate 1,R,,Down-Through,1,,,,,
2025,WCh,Penrith,M,Rep2,Gate 1,G,,Down-Through,2,,,,,
2025,WCh,Penrith,M,Rep2,Gate 1,Y,,Down-Through,3,,,,,
2025,WCh,Penrith,M,Rep2,Gate 1,B,,Down-Through,4,,,,,
2025,WCh,Penrith,M,Rep2,Gate 2,R,,Left-Up,1,,Left-Up,,,
2025,WCh,Penrith,M,Rep2,Gate 2,G,,Right-Up,2,,SPLIT,,,
2025,WCh,Penrith,M,Rep2,Gate 2,Y,,Right-Up,3,,FOLLOW,,,
2025,WCh,Penrith,M,Rep2,Gate 2,B,,Left-Up,4,,SPLIT,,,
2025,WCh,Penrith,M,Rep2,Gate 3,R,,Down-Left,1,,,,,
2025,WCh,Penrith,M,Rep2,Gate 3,Y,,Down-Left,2,,,,,
2025,WCh,Penrith,M,Rep2,Gate 3,B,,Down-Left,3,,,,,
2025,WCh,Penrith,M,Rep2,Gate 3,G,,Down-Left,4,,,,,
2025,WCh,Penrith,M,Rep2,Gate 8,R,,Right-Up,1,,Right-Up,,,
2025,WCh,Penrith,M,Rep2,Gate 8,Y,,Left-Up,2,,SPLIT,,,
